url,status,title,meta_description,published_time,author,h1,file_path
https://tiximax.net/pages/homee,200,Tiximax Logictics - Mua hộ và vận chuyển  – TIXIMAX LOGISTICS,Dịch vụ mua hộ và vận chuyển quốc tế,,,Tiximax Logictics - Mua hộ và vận chuyển,pages\000035--pages--homee.txt
https://tiximax.net/pages/gioi-thieu-cty,200,Về chúng tôi  – TIXIMAX LOGISTICS,Hơn 5 năm trong lĩnh vực vận chuyển và mua hộ hàng hoá quốc tế về việt nam,,,GIỚI THIỆU CÔNG TY TIXIMAX,pages\000036--pages--gioi-thieu-cty.txt
https://tiximax.net/pages/home,200,Tiximax Logictics - Mua hộ và vận chuyển  – TIXIMAX LOGISTICS,Dịch vụ mua hộ và vận chuyển quốc tế,,,Tiximax Logictics - Mua hộ và vận chuyển,pages\000037--pages--home.txt
https://tiximax.net/pages/lien-he,200,Liên hệ  – TIXIMAX LOGISTICS,,,,LIÊN HỆ,pages\000038--pages--lien-he.txt
https://tiximax.net/pages/indo-viet,200,Tiximax Logictics - Mua hộ và vận chuyển  – TIXIMAX LOGISTICS,Dịch vụ mua hộ và vận chuyển quốc tế,,,Tiximax Logictics - Mua hộ và vận chuyển,pages\000039--pages--indo-viet.txt
https://tiximax.net/pages/page,200,Kinh doanh & Dịch vụ 03  – TIXIMAX LOGISTICS,Kinh doanh & Dịch vụ 03,,,Kinh doanh & Dịch vụ 03,pages\000040--pages--page.txt
https://tiximax.net/pages/mat-hang-cam,200,Các mặt hàng cấm vận chuyển  – TIXIMAX LOGISTICS,Các mặt hàng cấm vận chuyển,,,Các mặt hàng cấm,pages\000041--pages--mat-hang-cam.txt
https://tiximax.net/pages/mot-cong-dong-greener-happier-cung-tiximax,200,Một Cộng Đồng Greener & Happier Cùng Tiximax  – TIXIMAX LOGISTICS,"Một Cộng Đồng Greener & Happier Cùng TiximaxChúng ta đang sống trong một thế giới kết nối hơn bao giờ hết, nhưng đồng thời cũng đang dần rời xa những giá trị thiên nhiên và sự bình yên vốn có. Khi các khu đô thị, trung tâm thương mại và khu công nghiệp mọc lên ngày càng nhiều, nhịp sống trở nên hối hả, con người ta dễ",,,Câu Chuyện Thương Hiệu,pages\000042--pages--mot-cong-dong-greener-happier-cung-tiximax.txt
https://tiximax.net/pages/muc-dich-su-menh-va-tam-nhin-cua-tiximax,200,"Mục đích, Sứ mệnh và Tầm nhìn của Tiximax  – TIXIMAX LOGISTICS","Tiximax được thành lập với mục tiêu trở thành cầu nối vững chắc giữa con người và thế giới, giúp mọi khoảng cách địa lý được rút ngắn bằng dịch vụ logistics tận tâm và chuyên nghiệp. Chúng tôi tin rằng mỗi kiện hàng không chỉ là sản phẩm vật chất, mà còn là niềm tin",,,"Mục đích, Sứ mệnh và Tầm nhìn của Tiximax",pages\000043--pages--muc-dich-su-menh-va-tam-nhin-cua-tiximax.txt
https://tiximax.net/pages/form-bao-gia,200,Form báo giá  – TIXIMAX LOGISTICS,,,,Form báo giá,pages\000044--pages--form-bao-gia.txt
https://tiximax.net/pages/quy-trinh-mua-hang-ho,200,QUY TRÌNH MUA HÀNG HỘ  – TIXIMAX LOGISTICS,Quy trình mua hàng hóaQuy trình mua hàng hóa1Tìm kiếm/quản lý link sản phẩm cần mua và đặt mua sản phẩm. Thanh toán 70% học phí đơn hàng2ODM sẽ tiếp nhận xử lý và vận chuyển hàng về đến Kho Mỹ của ODM3ODM vận chuyển về Việt Nam4Đóng gói và giao hàng đến tay khách hàng,,,QUY TRÌNH MUA HÀNG HỘ,pages\000045--pages--quy-trinh-mua-hang-ho.txt
https://tiximax.net/pages/su-menh-va-tam-nhin,200,Sứ Mệnh và Tầm Nhìn  – TIXIMAX LOGISTICS,"1. Sứ Mệnh Tiximax ra đời với sứ mệnh kiến tạo những cầu nối vững chắc, đưa doanh nghiệp Việt Nam vươn ra biển lớn và hội nhập sâu rộng vào thị trường quốc tế. Chúng tôi hiện thực hóa sứ mệnh này bằng cách: • Tối ưu hóa hành trình logistics xuyên biên giới: Cung cấp hệ thống vận chuyển và ký gửi hàng hóa hai chiều giữa",,,Sứ Mệnh và Tầm Nhìn,pages\000046--pages--su-menh-va-tam-nhin.txt
https://tiximax.net/pages/tra-cuu-van-don,200,Tra cứu vận đơn  – TIXIMAX LOGISTICS,Webcake | Design Landing Page,,,Tra cứu vận đơn,pages\000047--pages--tra-cuu-van-don.txt
https://tiximax.net/pages/tao-don-hang,200,TẠO ĐƠN HÀNG  – TIXIMAX LOGISTICS,,,,Ước Tính Chi Phí - Tiximax,pages\000048--pages--tao-don-hang.txt
https://tiximax.net/pages/triet-ly-kinh-doanh-cua-chung-toi,200,Triết Lý Kinh Doanh Của Chúng Tôi  – TIXIMAX LOGISTICS,"Tại Tiximax Logistics, kinh doanh không chỉ là mua bán – đó là hành trình kiến tạo giá trị, nuôi dưỡng niềm tin và lan tỏa điều tốt đẹp.Chính trực trong từng quyết địnhChúng tôi chọn minh bạch và rõ ràng như một nguyên tắc bất di bất dịch. Mỗi cam kết đều được thực hiện trọn vẹn, để niềm tin không chỉ được tạo ra mà cò",,,Triết Lý Kinh Doanh Của Chúng Tôi,pages\000049--pages--triet-ly-kinh-doanh-cua-chung-toi.txt
https://tiximax.net/pages/tro-thanh-doi-tac-dai-ly-cua-tiximax-logistics,200,Trở thành đối tác đại lý của Tiximax Logistics  – TIXIMAX LOGISTICS,"Tiximax Logistics là đơn vị chuyên cung cấp dịch vụ mua hộ và vận chuyển hàng hóa quốc tế uy tín, với trọng tâm là tuyến Indonesia - Việt Nam. Chúng tôi hỗ trợ khách hàng đặt mua hàng từ các website thương mại điện tử và nhà sản xuất tại Indonesia",,,Trở thành đối tác đại lý của Tiximax Logistics,pages\000050--pages--tro-thanh-doi-tac-dai-ly-cua-tiximax-logistics.txt
https://tiximax.net/pages/triet-ly-quan-tri-nhan-su-tai-tiximax,200,Triết lý quản trị nhân sự tại Tiximax  – TIXIMAX LOGISTICS,"Triết lý quản trị nhân sự của Tiximax là kim chỉ nam cho mọi hoạt động, giúp chúng tôi xây dựng một đội ngũ mạnh mẽ, đoàn kết và sẵn sàng chinh phục những thử thách trong ngành logistics toàn cầu.",,,Triết lý quản trị nhân sự tại Tiximax,pages\000051--pages--triet-ly-quan-tri-nhan-su-tai-tiximax.txt
https://tiximax.net/pages/uoc-tinh-chi-phi,200,Ước Tính Chi Phí - Tiximax  – TIXIMAX LOGISTICS,Công cụ này cung cấp chi phí ước tính sơ bộ dựa trên thông tin bạn nhập,,,Ước Tính Chi Phí - Tiximax,pages\000052--pages--uoc-tinh-chi-phi.txt
https://tiximax.net/products/mua-hang-blibli-indonesia,200,,,,,,pages\000053--products--mua-hang-blibli-indonesia.txt
https://tiximax.net/pages/triet-ly-kinh-doanh-cua-tiximax,200,Triết lý kinh doanh của Tiximax  – TIXIMAX LOGISTICS,"Triết lý kinh doanh của Tiximax là kim chỉ nam cho mọi hoạt động, giúp chúng tôi xây dựng mối quan hệ bền vững với khách hàng và đối tác, đồng thời đóng góp tích cực vào sự phát triển của ngành logistics và xã hội.",,,Triết lý kinh doanh của Tiximax,pages\000054--pages--triet-ly-kinh-doanh-cua-tiximax.txt
https://tiximax.net/pages/yeu-cau-bao-gia-nhanh,200,YÊU CẦU BÁO GIÁ NHANH  – TIXIMAX LOGISTICS,YÊU CẦU BÁO GIÁ NHANH,,,YÊU CẦU BÁO GIÁ NHANH,pages\000055--pages--yeu-cau-bao-gia-nhanh.txt
https://tiximax.net/products/mua-hang-amazon,200,Mua hàng Amazon  – TIXIMAX LOGISTICS,Mua hàng Amazon,,,Mua hàng Amazon,pages\000056--products--mua-hang-amazon.txt
https://tiximax.net/pages/ty-gia-quy-doi-dich-vu-mua-hang-hoa-indonesia,200,Tỷ Giá Quy Đổi Dịch Vụ Mua Hàng Hóa Indonesia  – TIXIMAX LOGISTICS,Tỷ Giá Quy Đổi Dịch Vụ Mua Hàng Hóa Indonesia,,,Tỷ Giá Quy Đổi Dịch Vụ Mua Hàng Hóa Indonesia,pages\000057--pages--ty-gia-quy-doi-dich-vu-mua-hang-hoa-indonesia.txt
https://tiximax.net/products/nhan-ban-tu-mua-hang-tokopedia-indo,200,,,,,,pages\000058--products--nhan-ban-tu-mua-hang-tokopedia-indo.txt
https://tiximax.net/products/mua-hang-lazada-indonesia,200,,,,,,pages\000059--products--mua-hang-lazada-indonesia.txt
https://tiximax.net/products/mua-hang-shopee-indo,200,,,,,,pages\000060--products--mua-hang-shopee-indo.txt
https://tiximax.net/products/mua-hang-macys,200,Mua hàng Macys  – TIXIMAX LOGISTICS,Mua hàng Macys,,,Mua hàng Macys,pages\000061--products--mua-hang-macys.txt
https://tiximax.net/products/mua-hang-ebay,200,Mua hàng Ebay  – TIXIMAX LOGISTICS,Mua hàng Ebay,,,Mua hàng Ebay,pages\000062--products--mua-hang-ebay.txt
https://tiximax.net/products/mua-hang-jomoshop,200,Mua hàng Jomashop  – TIXIMAX LOGISTICS,Mua hàng Jomashop,,,Mua hàng Jomashop,pages\000063--products--mua-hang-jomoshop.txt
https://tiximax.net/tags,404,,,,,,pages\000064--tags.txt
https://tiximax.net/tag,404,,,,,,pages\000065--tag.txt
https://tiximax.net/tat-ca-bai-viet,404,,,,,,pages\000066--tat-ca-bai-viet.txt
https://tiximax.net/tin-tuc,404,,,,,,pages\000067--tin-tuc.txt
https://tiximax.net/collections/onsale,404,,,,,,pages\000068--collections--onsale.txt
https://tiximax.net/collections/all,200,Tất cả sản phẩm  – TIXIMAX LOGISTICS,Tất cả sản phẩm,,,Tất cả sản phẩm,pages\000069--collections--all.txt
https://tiximax.net/https://www.facebook.com/share/1AiFAspuG6?mibextid=wwXIfr,404,,,,,,pages\000070--https_----www.facebook.com--share--1AiFAspuG6.txt
https://tiximax.net/pages/about-us?utm_source=chatgpt.com,200,Giới thiệu  – TIXIMAX LOGISTICS,VỚI KINH NGHIỆM CHUYÊN VẬN CHUYỂN VÀ MUA HÀNG QUỐC TẾ  THEO ĐƯỜNG BIỂN VÀ ĐƯỜNG BAY. CHÚNG TÔI RẤT MONG ĐƯỢC HỖ TRỢ VÀ CUNG CẤP DỊCH VỤ CHO QUÝ KHÁCH,,,Giới thiệu,pages\000071--pages--about-us.txt
https://tiximax.net/pages/{0}/page,404,,,,,,pages\000072--pages--_0_--page.txt
https://tiximax.net/pages/+84901834283,404,,,,,,pages\000073--pages--_84901834283.txt
